date_inscription,date_realisation,proposition_cours,participant,duree,etat
2016-02-28      ,2016-02-29      ,1261             ,1062       ,3    ,1
2016-07-22      ,2016-07-23      ,1262             ,1058       ,3    ,1
2014-06-03      ,2014-06-04      ,1263             ,1088       ,2    ,1
2015-03-21      ,2015-03-22      ,1264             ,1092       ,1    ,1
2014-10-14      ,2014-10-15      ,1265             ,1082       ,1    ,1
2015-02-21      ,2015-02-22      ,1266             ,1046       ,2    ,1
2014-05-12      ,2014-05-13      ,1267             ,1005       ,1    ,1
2015-11-05      ,2015-11-06      ,1268             ,1054       ,1    ,1
2016-01-12      ,2016-01-13      ,1269             ,1063       ,3    ,1
2014-07-03      ,2014-07-04      ,1270             ,1096       ,1    ,1
2015-12-31      ,2016-01-01      ,1271             ,1037       ,1    ,1
2016-05-19      ,2016-05-20      ,1272             ,1000       ,1    ,1
2014-07-03      ,2014-07-04      ,1273             ,1021       ,2    ,1
2015-12-09      ,2015-12-10      ,1274             ,1079       ,3    ,1
2015-01-02      ,2015-01-03      ,1275             ,1018       ,2    ,1
2015-06-10      ,2015-06-11      ,1276             ,1063       ,3    ,1
2016-03-31      ,2016-04-01      ,1277             ,1088       ,2    ,1
2015-04-23      ,2015-04-24      ,1278             ,1073       ,2    ,1
2016-01-05      ,2016-01-06      ,1279             ,1074       ,3    ,1
2015-11-26      ,2015-11-27      ,1280             ,1082       ,3    ,1
2016-02-21      ,2016-02-22      ,1281             ,1075       ,1    ,1
2014-11-18      ,2014-11-19      ,1282             ,1012       ,3    ,1
2016-06-25      ,2016-06-26      ,1283             ,1029       ,2    ,1
2016-10-26      ,2016-10-27      ,1284             ,1080       ,3    ,1
2016-01-05      ,2016-01-06      ,1285             ,1036       ,3    ,1
2016-09-24      ,2016-09-25      ,1286             ,1045       ,1    ,1
2016-08-03      ,2016-08-04      ,1287             ,1060       ,3    ,1
2015-01-15      ,2015-01-16      ,1288             ,1053       ,3    ,1
2014-08-18      ,2014-08-19      ,1289             ,1033       ,2    ,1
2016-03-18      ,2016-03-19      ,1290             ,1063       ,2    ,1
2016-05-30      ,2016-05-31      ,1291             ,1053       ,1    ,1
2014-05-03      ,2014-05-04      ,1292             ,1089       ,2    ,1
2014-07-26      ,2014-07-27      ,1293             ,1049       ,2    ,1
2015-12-28      ,2015-12-29      ,1294             ,1025       ,3    ,1
2015-12-08      ,2015-12-09      ,1295             ,1053       ,2    ,1
2016-04-01      ,2016-04-02      ,1296             ,1065       ,3    ,1
2017-01-13      ,2017-01-14      ,1297             ,1077       ,1    ,1
2014-08-20      ,2014-08-21      ,1298             ,1017       ,1    ,1
2015-02-05      ,2015-02-06      ,1299             ,1002       ,2    ,1
2014-06-22      ,2014-06-23      ,1300             ,1065       ,3    ,1
2014-03-26      ,2014-03-27      ,1301             ,1045       ,2    ,1
2016-03-11      ,2016-03-12      ,1302             ,1092       ,2    ,1
2015-08-29      ,2015-08-30      ,1303             ,1088       ,3    ,1
2016-12-07      ,2016-12-08      ,1304             ,1025       ,2    ,1
2015-03-18      ,2015-03-19      ,1305             ,1021       ,3    ,1
2015-03-26      ,2015-03-27      ,1306             ,1017       ,2    ,1
2014-07-06      ,2014-07-07      ,1307             ,1056       ,1    ,1
2014-10-14      ,2014-10-15      ,1308             ,1085       ,2    ,1
2014-03-27      ,2014-03-28      ,1309             ,1083       ,1    ,1
2014-09-21      ,2014-09-22      ,1310             ,1059       ,1    ,1
2016-12-27      ,2016-12-28      ,1311             ,1005       ,3    ,1
2014-07-14      ,2014-07-15      ,1312             ,1077       ,2    ,1
2015-04-04      ,2015-04-05      ,1313             ,1052       ,2    ,1
2014-12-06      ,2014-12-07      ,1314             ,1081       ,2    ,1
2016-02-27      ,2016-02-28      ,1315             ,1067       ,3    ,1
2015-08-06      ,2015-08-07      ,1316             ,1029       ,3    ,1
2014-12-04      ,2014-12-05      ,1317             ,1013       ,1    ,1
2014-05-24      ,2014-05-25      ,1318             ,1058       ,2    ,1
2014-11-17      ,2014-11-18      ,1319             ,1087       ,2    ,1
2015-01-14      ,2015-01-15      ,1320             ,1077       ,1    ,1
2015-01-07      ,2015-01-08      ,1321             ,1086       ,2    ,1
2016-01-27      ,2016-01-28      ,1322             ,1023       ,3    ,1
2014-09-02      ,2014-09-03      ,1323             ,1051       ,1    ,1
2014-10-05      ,2014-10-06      ,1324             ,1022       ,2    ,1
2017-02-14      ,2017-02-15      ,1325             ,1063       ,1    ,1
2015-01-05      ,2015-01-06      ,1326             ,1089       ,2    ,1
2017-01-04      ,2017-01-05      ,1327             ,1076       ,2    ,1
2015-12-16      ,2015-12-17      ,1328             ,1036       ,1    ,1
2014-11-27      ,2014-11-28      ,1329             ,1045       ,1    ,1
2015-09-13      ,2015-09-14      ,1330             ,1060       ,2    ,1
2017-02-05      ,2017-02-06      ,1331             ,1022       ,3    ,1
2015-09-04      ,2015-09-05      ,1332             ,1021       ,3    ,1
2016-09-21      ,2016-09-22      ,1333             ,1036       ,1    ,1
2014-08-26      ,2014-08-27      ,1334             ,1019       ,1    ,1
2017-01-24      ,2017-01-25      ,1335             ,1022       ,1    ,1
2015-10-26      ,2015-10-27      ,1336             ,1078       ,1    ,1
2015-04-25      ,2015-04-26      ,1337             ,1065       ,1    ,1
2017-02-23      ,2017-02-24      ,1338             ,1083       ,3    ,1
2015-05-11      ,2015-05-12      ,1339             ,1045       ,2    ,1
2014-12-05      ,2014-12-06      ,1340             ,1044       ,2    ,1
2016-03-21      ,2016-03-22      ,1341             ,1044       ,2    ,1
2014-04-29      ,2014-04-30      ,1342             ,1071       ,1    ,1
2014-11-18      ,2014-11-19      ,1343             ,1090       ,3    ,1
2016-01-29      ,2016-01-30      ,1344             ,1002       ,3    ,1
2017-01-18      ,2017-01-19      ,1345             ,1040       ,2    ,1
2014-09-21      ,2014-09-22      ,1346             ,1060       ,2    ,1
2015-10-05      ,2015-10-06      ,1347             ,1020       ,2    ,1
2015-01-17      ,2015-01-18      ,1348             ,1079       ,3    ,1
2014-07-29      ,2014-07-30      ,1349             ,1003       ,3    ,1
2015-09-16      ,2015-09-17      ,1350             ,1010       ,2    ,1
2015-11-06      ,2015-11-07      ,1351             ,1086       ,2    ,1
2015-05-28      ,2015-05-29      ,1352             ,1019       ,3    ,1
2016-03-12      ,2016-03-13      ,1353             ,1095       ,2    ,1
2014-03-26      ,2014-03-27      ,1354             ,1001       ,1    ,1
2015-01-03      ,2015-01-04      ,1355             ,1009       ,1    ,1
2014-10-13      ,2014-10-14      ,1356             ,1053       ,3    ,1
2016-10-10      ,2016-10-11      ,1357             ,1060       ,3    ,1
2015-08-14      ,2015-08-15      ,1358             ,1074       ,3    ,1
2014-05-06      ,2014-05-07      ,1359             ,1055       ,1    ,1
2015-07-11      ,2015-07-12      ,1360             ,1076       ,3    ,1
2016-06-15      ,2016-06-16      ,1361             ,1003       ,3    ,1
2016-12-31      ,2017-01-01      ,1362             ,1005       ,1    ,1
2016-08-08      ,2016-08-09      ,1363             ,1046       ,1    ,1
2016-01-13      ,2016-01-14      ,1364             ,1020       ,3    ,1
2014-07-31      ,2014-08-01      ,1365             ,1070       ,3    ,1
2016-06-06      ,2016-06-07      ,1366             ,1033       ,3    ,1
2016-03-17      ,2016-03-18      ,1367             ,1062       ,3    ,1
2014-10-01      ,2014-10-02      ,1368             ,1079       ,2    ,1
2015-08-27      ,2015-08-28      ,1369             ,1016       ,2    ,1
2016-04-25      ,2016-04-26      ,1370             ,1026       ,3    ,1
2015-06-30      ,2015-07-01      ,1371             ,1049       ,2    ,1
2016-11-03      ,2016-11-04      ,1372             ,1079       ,2    ,1
2014-11-28      ,2014-11-29      ,1373             ,1004       ,2    ,1
2016-09-21      ,2016-09-22      ,1374             ,1089       ,2    ,1
2015-06-10      ,2015-06-11      ,1375             ,1055       ,1    ,1
2014-12-06      ,2014-12-07      ,1376             ,1039       ,3    ,1
2015-05-30      ,2015-05-31      ,1377             ,1051       ,1    ,1
2014-12-20      ,2014-12-21      ,1378             ,1005       ,3    ,1
2016-02-10      ,2016-02-11      ,1379             ,1012       ,3    ,1
2014-07-04      ,2014-07-05      ,1380             ,1097       ,2    ,1
2015-04-09      ,2015-04-10      ,1381             ,1080       ,3    ,1
2014-08-29      ,2014-08-30      ,1382             ,1073       ,2    ,1
2015-11-15      ,2015-11-16      ,1383             ,1041       ,3    ,1
2016-10-22      ,2016-10-23      ,1384             ,1065       ,1    ,1
2016-03-13      ,2016-03-14      ,1385             ,1093       ,2    ,1
2016-09-01      ,2016-09-02      ,1386             ,1031       ,1    ,1
2014-12-25      ,2014-12-26      ,1387             ,1037       ,2    ,1
2014-09-24      ,2014-09-25      ,1388             ,1007       ,2    ,1
2014-03-03      ,2014-03-04      ,1389             ,1074       ,2    ,1
2015-03-04      ,2015-03-05      ,1390             ,1043       ,1    ,1
2016-10-25      ,2016-10-26      ,1391             ,1022       ,3    ,1
2015-12-21      ,2015-12-22      ,1392             ,1067       ,1    ,1
2015-08-24      ,2015-08-25      ,1393             ,1099       ,2    ,1
2015-05-21      ,2015-05-22      ,1394             ,1080       ,1    ,1
2014-07-14      ,2014-07-15      ,1395             ,1071       ,2    ,1
2014-10-14      ,2014-10-15      ,1396             ,1024       ,3    ,1
2016-03-26      ,2016-03-27      ,1397             ,1052       ,3    ,1
2015-03-11      ,2015-03-12      ,1398             ,1067       ,3    ,1
2015-11-02      ,2015-11-03      ,1399             ,1090       ,2    ,1
2015-03-15      ,2015-03-16      ,1400             ,1034       ,2    ,1
2016-02-13      ,2016-02-14      ,1401             ,1043       ,1    ,1
2015-12-08      ,2015-12-09      ,1402             ,1092       ,3    ,1
2014-05-27      ,2014-05-28      ,1403             ,1072       ,2    ,1
2015-07-01      ,2015-07-02      ,1404             ,1079       ,2    ,1
2015-02-08      ,2015-02-09      ,1405             ,1041       ,1    ,1
2014-03-20      ,2014-03-21      ,1406             ,1066       ,2    ,1
2015-05-19      ,2015-05-20      ,1407             ,1073       ,1    ,1
2016-06-23      ,2016-06-24      ,1408             ,1084       ,1    ,1
2014-12-28      ,2014-12-29      ,1409             ,1006       ,3    ,1
2015-06-02      ,2015-06-03      ,1410             ,1051       ,2    ,1
2016-03-27      ,2016-03-28      ,1411             ,1009       ,2    ,1
2016-11-27      ,2016-11-28      ,1412             ,1093       ,2    ,1
2014-06-18      ,2014-06-19      ,1413             ,1041       ,2    ,1
2015-05-11      ,2015-05-12      ,1414             ,1031       ,2    ,1
2014-05-21      ,2014-05-22      ,1415             ,1012       ,3    ,1
2014-07-22      ,2014-07-23      ,1416             ,1027       ,1    ,1
2016-06-27      ,2016-06-28      ,1417             ,1097       ,1    ,1
2014-02-10      ,2014-02-11      ,1418             ,1049       ,1    ,1
2016-10-23      ,2016-10-24      ,1419             ,1026       ,1    ,1
2014-08-02      ,2014-08-03      ,1420             ,1071       ,2    ,1
2014-01-31      ,2014-02-01      ,1421             ,1055       ,3    ,1
2014-02-07      ,2014-02-08      ,1422             ,1020       ,3    ,1
2015-05-18      ,2015-05-19      ,1423             ,1010       ,1    ,1
2014-11-16      ,2014-11-17      ,1424             ,1012       ,2    ,1
2016-09-08      ,2016-09-09      ,1425             ,1054       ,3    ,1
2016-07-17      ,2016-07-18      ,1426             ,1010       ,3    ,1
2016-10-28      ,2016-10-29      ,1427             ,1069       ,3    ,1
2014-08-19      ,2014-08-20      ,1428             ,1068       ,2    ,1
2014-02-10      ,2014-02-11      ,1429             ,1080       ,1    ,1
2016-04-12      ,2016-04-13      ,1430             ,1060       ,1    ,1
2015-10-23      ,2015-10-24      ,1431             ,1055       ,3    ,1
2016-05-11      ,2016-05-12      ,1432             ,1041       ,2    ,1
2015-04-07      ,2015-04-08      ,1433             ,1025       ,3    ,1
2015-06-09      ,2015-06-10      ,1434             ,1044       ,3    ,1
2016-02-16      ,2016-02-17      ,1435             ,1012       ,1    ,1
2016-12-23      ,2016-12-24      ,1436             ,1072       ,2    ,1
2015-06-11      ,2015-06-12      ,1437             ,1090       ,2    ,1
2014-06-10      ,2014-06-11      ,1438             ,1001       ,2    ,1
2016-04-06      ,2016-04-07      ,1439             ,1058       ,2    ,1
2015-11-22      ,2015-11-23      ,1440             ,1093       ,1    ,1
2016-08-10      ,2016-08-11      ,1441             ,1035       ,3    ,1
2016-07-11      ,2016-07-12      ,1442             ,1035       ,2    ,1
2016-03-27      ,2016-03-28      ,1443             ,1067       ,3    ,1
2015-04-30      ,2015-05-01      ,1444             ,1004       ,1    ,1
2015-09-29      ,2015-09-30      ,1445             ,1029       ,1    ,1
2015-01-05      ,2015-01-06      ,1446             ,1083       ,2    ,1
2016-06-14      ,2016-06-15      ,1447             ,1049       ,1    ,1
2014-04-13      ,2014-04-14      ,1448             ,1018       ,3    ,1
2014-10-02      ,2014-10-03      ,1449             ,1001       ,3    ,1
2016-08-03      ,2016-08-04      ,1450             ,1099       ,1    ,1
2015-02-06      ,2015-02-07      ,1451             ,1038       ,2    ,1
2016-04-08      ,2016-04-09      ,1452             ,1033       ,1    ,1
2015-12-30      ,2015-12-31      ,1453             ,1047       ,2    ,1
2015-03-10      ,2015-03-11      ,1454             ,1087       ,1    ,1
2015-07-05      ,2015-07-06      ,1455             ,1050       ,2    ,1
2014-04-09      ,2014-04-10      ,1456             ,1083       ,3    ,1
2014-12-28      ,2014-12-29      ,1457             ,1057       ,2    ,1
2016-12-05      ,2016-12-06      ,1458             ,1081       ,3    ,1
2014-08-17      ,2014-08-18      ,1459             ,1008       ,2    ,1
2014-11-17      ,2014-11-18      ,1460             ,1031       ,2    ,1
2014-01-22      ,2014-01-23      ,1461             ,1037       ,3    ,1
2015-05-22      ,2015-05-23      ,1462             ,1015       ,2    ,1
2014-09-25      ,2014-09-26      ,1463             ,1057       ,2    ,1
2016-04-11      ,2016-04-12      ,1464             ,1073       ,3    ,1
2014-05-30      ,2014-05-31      ,1465             ,1084       ,1    ,1
2016-02-23      ,2016-02-24      ,1466             ,1011       ,1    ,1
2014-11-19      ,2014-11-20      ,1467             ,1088       ,3    ,1
2016-03-22      ,2016-03-23      ,1468             ,1018       ,2    ,1
2014-09-29      ,2014-09-30      ,1469             ,1007       ,2    ,1
2014-07-11      ,2014-07-12      ,1470             ,1093       ,3    ,1
2015-03-03      ,2015-03-04      ,1471             ,1068       ,2    ,1
2015-07-14      ,2015-07-15      ,1472             ,1084       ,2    ,1
2016-05-21      ,2016-05-22      ,1473             ,1081       ,1    ,1
2014-11-03      ,2014-11-04      ,1474             ,1061       ,1    ,1
2016-07-17      ,2016-07-18      ,1475             ,1039       ,2    ,1
2014-06-23      ,2014-06-24      ,1476             ,1075       ,3    ,1
2016-03-11      ,2016-03-12      ,1477             ,1057       ,1    ,1
2014-10-20      ,2014-10-21      ,1478             ,1045       ,3    ,1
2015-11-13      ,2015-11-14      ,1479             ,1091       ,2    ,1
2017-02-01      ,2017-02-02      ,1480             ,1059       ,2    ,1
2015-04-25      ,2015-04-26      ,1481             ,1049       ,1    ,1
2014-09-02      ,2014-09-03      ,1482             ,1040       ,2    ,1
2015-02-17      ,2015-02-18      ,1483             ,1064       ,1    ,1
2014-03-20      ,2014-03-21      ,1484             ,1068       ,2    ,1
2014-10-17      ,2014-10-18      ,1485             ,1039       ,3    ,1
2016-09-22      ,2016-09-23      ,1486             ,1067       ,1    ,1
2016-06-20      ,2016-06-21      ,1487             ,1077       ,1    ,1
2015-07-05      ,2015-07-06      ,1488             ,1006       ,1    ,1
2016-11-13      ,2016-11-14      ,1489             ,1043       ,3    ,1
2015-02-06      ,2015-02-07      ,1490             ,1023       ,2    ,1
2014-08-23      ,2014-08-24      ,1491             ,1072       ,1    ,1
2016-11-03      ,2016-11-04      ,1492             ,1091       ,1    ,1
2016-08-16      ,2016-08-17      ,1493             ,1030       ,2    ,1
2014-02-28      ,2014-03-01      ,1494             ,1078       ,1    ,1
2014-07-08      ,2014-07-09      ,1495             ,1004       ,1    ,1
2015-06-06      ,2015-06-07      ,1496             ,1093       ,3    ,1
2014-11-22      ,2014-11-23      ,1497             ,1037       ,1    ,1
2015-05-20      ,2015-05-21      ,1498             ,1006       ,1    ,1
2016-11-22      ,2016-11-23      ,1499             ,1063       ,2    ,1
2014-04-10      ,2014-04-11      ,1500             ,1073       ,2    ,1
2015-11-05      ,2015-11-06      ,1501             ,1057       ,3    ,1
2014-05-16      ,2014-05-17      ,1502             ,1043       ,2    ,1
2016-02-24      ,2016-02-25      ,1503             ,1080       ,1    ,1
2016-07-19      ,2016-07-20      ,1504             ,1048       ,3    ,1
2014-12-29      ,2014-12-30      ,1505             ,1003       ,1    ,1
2017-01-18      ,2017-01-19      ,1506             ,1016       ,3    ,1
2016-04-16      ,2016-04-17      ,1507             ,1065       ,2    ,1
2015-06-02      ,2015-06-03      ,1508             ,1044       ,1    ,1
2016-05-07      ,2016-05-08      ,1509             ,1029       ,3    ,1
2015-09-07      ,2015-09-08      ,1510             ,1020       ,3    ,1
2015-08-03      ,2015-08-04      ,1511             ,1011       ,2    ,1
2014-07-09      ,2014-07-10      ,1512             ,1026       ,2    ,1
2014-04-04      ,2014-04-05      ,1513             ,1088       ,1    ,1
2015-08-29      ,2015-08-30      ,1514             ,1053       ,3    ,1
2015-08-23      ,2015-08-24      ,1515             ,1075       ,3    ,1
2014-06-02      ,2014-06-03      ,1516             ,1057       ,2    ,1
2015-09-26      ,2015-09-27      ,1517             ,1081       ,2    ,1
2015-03-03      ,2015-03-04      ,1518             ,1074       ,2    ,1
2016-01-30      ,2016-01-31      ,1519             ,1059       ,3    ,1
2016-11-10      ,2016-11-11      ,1520             ,1047       ,1    ,1
2015-11-18      ,2015-11-19      ,1521             ,1038       ,2    ,1
2016-04-03      ,2016-04-04      ,1522             ,1012       ,3    ,1
2014-07-11      ,2014-07-12      ,1523             ,1067       ,1    ,1
2014-04-30      ,2014-05-01      ,1524             ,1053       ,1    ,1
2016-04-19      ,2016-04-20      ,1525             ,1053       ,2    ,1
2015-09-26      ,2015-09-27      ,1526             ,1061       ,1    ,1
2016-06-07      ,2016-06-08      ,1527             ,1034       ,3    ,1
2016-08-04      ,2016-08-05      ,1528             ,1053       ,1    ,1
2014-06-25      ,2014-06-26      ,1529             ,1074       ,3    ,1
2014-05-11      ,2014-05-12      ,1530             ,1059       ,2    ,1
2014-10-10      ,2014-10-11      ,1531             ,1061       ,2    ,1
2014-12-05      ,2014-12-06      ,1532             ,1027       ,2    ,1
2014-04-01      ,2014-04-02      ,1533             ,1097       ,3    ,1
2014-12-31      ,2015-01-01      ,1534             ,1025       ,3    ,1
2015-06-29      ,2015-06-30      ,1535             ,1064       ,3    ,1
2015-12-07      ,2015-12-08      ,1536             ,1006       ,1    ,1
2017-01-03      ,2017-01-04      ,1537             ,1031       ,2    ,1
2015-10-07      ,2015-10-08      ,1538             ,1055       ,2    ,1
2017-01-03      ,2017-01-04      ,1539             ,1024       ,1    ,1
2015-10-04      ,2015-10-05      ,1540             ,1035       ,2    ,1
2015-09-09      ,2015-09-10      ,1541             ,1058       ,2    ,1
2016-12-07      ,2016-12-08      ,1542             ,1083       ,1    ,1
2015-10-04      ,2015-10-05      ,1543             ,1005       ,2    ,1
2016-01-01      ,2016-01-02      ,1544             ,1097       ,1    ,1
2015-04-07      ,2015-04-08      ,1545             ,1014       ,3    ,1
2016-05-24      ,2016-05-25      ,1546             ,1069       ,2    ,1
2015-03-09      ,2015-03-10      ,1547             ,1022       ,3    ,1
2016-10-14      ,2016-10-15      ,1548             ,1001       ,2    ,1
2015-06-17      ,2015-06-18      ,1549             ,1039       ,1    ,1
2016-12-04      ,2016-12-05      ,1550             ,1099       ,3    ,1
2015-12-08      ,2015-12-09      ,1551             ,1052       ,3    ,1
2016-07-17      ,2016-07-18      ,1552             ,1001       ,3    ,1
2014-11-04      ,2014-11-05      ,1553             ,1006       ,3    ,1
2015-10-21      ,2015-10-22      ,1554             ,1078       ,3    ,1
2014-06-14      ,2014-06-15      ,1555             ,1065       ,3    ,1
2016-06-27      ,2016-06-28      ,1556             ,1005       ,2    ,1
2015-02-27      ,2015-02-28      ,1557             ,1034       ,2    ,1
2014-11-21      ,2014-11-22      ,1558             ,1066       ,1    ,1
2014-07-26      ,2014-07-27      ,1559             ,1087       ,1    ,1
2015-11-19      ,2015-11-20      ,1560             ,1033       ,2    ,1
2016-12-21      ,2016-12-22      ,1561             ,1086       ,2    ,1
2014-09-01      ,2014-09-02      ,1562             ,1042       ,3    ,1
2016-02-17      ,2016-02-18      ,1563             ,1099       ,3    ,1
2015-09-29      ,2015-09-30      ,1564             ,1071       ,2    ,1
2016-03-07      ,2016-03-08      ,1565             ,1078       ,3    ,1
2014-05-16      ,2014-05-17      ,1566             ,1011       ,3    ,1
2014-05-22      ,2014-05-23      ,1567             ,1085       ,1    ,1
2014-08-14      ,2014-08-15      ,1568             ,1000       ,3    ,1
2016-03-12      ,2016-03-13      ,1569             ,1032       ,1    ,1
2015-03-06      ,2015-03-07      ,1570             ,1018       ,1    ,1
2014-05-09      ,2014-05-10      ,1571             ,1078       ,3    ,1
2014-05-20      ,2014-05-21      ,1572             ,1035       ,1    ,1
2016-10-01      ,2016-10-02      ,1573             ,1001       ,1    ,1
2015-07-03      ,2015-07-04      ,1574             ,1063       ,2    ,1
2015-06-22      ,2015-06-23      ,1575             ,1007       ,1    ,1
2016-08-22      ,2016-08-23      ,1576             ,1090       ,3    ,1
2014-11-02      ,2014-11-03      ,1577             ,1052       ,2    ,1
2014-05-17      ,2014-05-18      ,1578             ,1091       ,2    ,1
2015-01-16      ,2015-01-17      ,1579             ,1086       ,3    ,1
2016-03-30      ,2016-03-31      ,1580             ,1018       ,3    ,1
2014-07-02      ,2014-07-03      ,1581             ,1061       ,1    ,1
2016-02-15      ,2016-02-16      ,1582             ,1095       ,3    ,1
2016-02-13      ,2016-02-14      ,1583             ,1070       ,1    ,1
2014-06-14      ,2014-06-15      ,1584             ,1090       ,2    ,1
2015-05-15      ,2015-05-16      ,1585             ,1044       ,3    ,1
2016-08-22      ,2016-08-23      ,1586             ,1047       ,3    ,1
2015-03-03      ,2015-03-04      ,1587             ,1018       ,2    ,1
2017-02-05      ,2017-02-06      ,1588             ,1032       ,3    ,1
2015-04-09      ,2015-04-10      ,1589             ,1026       ,2    ,1
2014-04-07      ,2014-04-08      ,1590             ,1007       ,1    ,1
2014-08-16      ,2014-08-17      ,1591             ,1025       ,1    ,1
2015-01-10      ,2015-01-11      ,1592             ,1011       ,3    ,1
2016-01-04      ,2016-01-05      ,1593             ,1046       ,1    ,1
2015-02-27      ,2015-02-28      ,1594             ,1029       ,3    ,1
2015-07-31      ,2015-08-01      ,1595             ,1014       ,3    ,1
2016-09-11      ,2016-09-12      ,1596             ,1010       ,1    ,1
2015-06-24      ,2015-06-25      ,1597             ,1086       ,2    ,1
2017-02-05      ,2017-02-06      ,1598             ,1087       ,2    ,1
2016-08-26      ,2016-08-27      ,1599             ,1025       ,3    ,1
2016-06-24      ,2016-06-25      ,1600             ,1021       ,3    ,1
2016-06-03      ,2016-06-04      ,1601             ,1021       ,2    ,1
2014-12-24      ,2014-12-25      ,1602             ,1060       ,3    ,1
2015-06-28      ,2015-06-29      ,1603             ,1007       ,1    ,1
2014-08-12      ,2014-08-13      ,1604             ,1056       ,3    ,1
2016-01-26      ,2016-01-27      ,1605             ,1037       ,2    ,1
2015-02-11      ,2015-02-12      ,1606             ,1099       ,1    ,1
2015-10-29      ,2015-10-30      ,1607             ,1074       ,2    ,1
2016-04-27      ,2016-04-28      ,1608             ,1050       ,1    ,1
2015-05-13      ,2015-05-14      ,1609             ,1080       ,1    ,1
2016-06-06      ,2016-06-07      ,1610             ,1080       ,1    ,1
2015-12-27      ,2015-12-28      ,1611             ,1012       ,2    ,1
2015-09-09      ,2015-09-10      ,1612             ,1066       ,3    ,1
2015-06-12      ,2015-06-13      ,1613             ,1083       ,1    ,1
2016-02-29      ,2016-03-01      ,1614             ,1061       ,2    ,1
2014-08-15      ,2014-08-16      ,1615             ,1046       ,2    ,1
2015-09-02      ,2015-09-03      ,1616             ,1007       ,1    ,1
2015-03-15      ,2015-03-16      ,1617             ,1012       ,1    ,1
2014-08-08      ,2014-08-09      ,1618             ,1091       ,1    ,1
2014-06-10      ,2014-06-11      ,1619             ,1054       ,1    ,1
2016-02-04      ,2016-02-05      ,1620             ,1091       ,3    ,1
2016-02-17      ,2016-02-18      ,1621             ,1036       ,3    ,1
2013-12-22      ,2013-12-23      ,1622             ,1017       ,3    ,1
2016-12-31      ,2017-01-01      ,1623             ,1052       ,3    ,1
2014-11-05      ,2014-11-06      ,1624             ,1086       ,3    ,1
2017-01-13      ,2017-01-14      ,1625             ,1014       ,2    ,1
2016-01-27      ,2016-01-28      ,1626             ,1018       ,1    ,1
2014-06-28      ,2014-06-29      ,1627             ,1057       ,2    ,1
2014-05-28      ,2014-05-29      ,1628             ,1021       ,2    ,1
2015-07-11      ,2015-07-12      ,1629             ,1034       ,2    ,1
2016-11-22      ,2016-11-23      ,1630             ,1018       ,1    ,1
2015-11-14      ,2015-11-15      ,1631             ,1012       ,3    ,1
2015-01-11      ,2015-01-12      ,1632             ,1024       ,3    ,1
2014-12-19      ,2014-12-20      ,1633             ,1032       ,3    ,1
2016-08-16      ,2016-08-17      ,1634             ,1019       ,2    ,1
2015-01-22      ,2015-01-23      ,1635             ,1048       ,1    ,1
2016-04-30      ,2016-05-01      ,1636             ,1034       ,2    ,1
2014-08-07      ,2014-08-08      ,1637             ,1040       ,2    ,1
2015-04-14      ,2015-04-15      ,1638             ,1063       ,2    ,1
2016-10-30      ,2016-10-31      ,1639             ,1028       ,2    ,1
2015-02-01      ,2015-02-02      ,1640             ,1063       ,2    ,1
2014-07-19      ,2014-07-20      ,1641             ,1030       ,2    ,1
2015-12-04      ,2015-12-05      ,1642             ,1073       ,3    ,1
2016-09-24      ,2016-09-25      ,1643             ,1094       ,3    ,1
2014-08-23      ,2014-08-24      ,1644             ,1009       ,2    ,1
2015-05-10      ,2015-05-11      ,1645             ,1065       ,3    ,1
2015-04-16      ,2015-04-17      ,1646             ,1053       ,1    ,1
2017-02-16      ,2017-02-17      ,1647             ,1044       ,3    ,1
2014-07-25      ,2014-07-26      ,1648             ,1058       ,2    ,1
2014-10-10      ,2014-10-11      ,1649             ,1007       ,3    ,1
2014-05-03      ,2014-05-04      ,1650             ,1045       ,3    ,1
2016-04-19      ,2016-04-20      ,1651             ,1029       ,3    ,1
2014-05-19      ,2014-05-20      ,1652             ,1003       ,1    ,1
2016-02-16      ,2016-02-17      ,1653             ,1099       ,2    ,1
2014-10-24      ,2014-10-25      ,1654             ,1071       ,3    ,1
2015-11-17      ,2015-11-18      ,1655             ,1070       ,2    ,1
2014-09-05      ,2014-09-06      ,1656             ,1015       ,2    ,1
2017-01-06      ,2017-01-07      ,1657             ,1038       ,1    ,1
2016-01-24      ,2016-01-25      ,1658             ,1049       ,1    ,1
2015-05-17      ,2015-05-18      ,1659             ,1037       ,3    ,1
2016-12-25      ,2016-12-26      ,1660             ,1045       ,3    ,1
2016-07-16      ,2016-07-17      ,1661             ,1030       ,1    ,1
2016-11-12      ,2016-11-13      ,1662             ,1054       ,1    ,1
2015-02-06      ,2015-02-07      ,1663             ,1092       ,2    ,1
2016-06-01      ,2016-06-02      ,1664             ,1024       ,3    ,1
2017-01-13      ,2017-01-14      ,1665             ,1017       ,2    ,1
2014-03-19      ,2014-03-20      ,1666             ,1089       ,3    ,1
2015-12-18      ,2015-12-19      ,1667             ,1014       ,3    ,1
2015-09-07      ,2015-09-08      ,1668             ,1041       ,1    ,1
2014-06-23      ,2014-06-24      ,1669             ,1010       ,2    ,1
2014-06-06      ,2014-06-07      ,1670             ,1025       ,3    ,1
